,Visitor,Visitor_PTS,Home,Home_PTS,VisitorWin,Visitor_W_PCT,Visitor_E_OFF_RATING,Visitor_E_DEF_RATING,Visitor_E_NET_RATING,Visitor_E_PACE,Visitor_E_AST_RATIO,Visitor_E_OREB_PCT,Visitor_E_DREB_PCT,Visitor_E_REB_PCT,Visitor_E_TM_TOV_PCT,Home_E_OFF_RATING,Home_E_DEF_RATING,Home_E_NET_RATING,Home_E_PACE,Home_E_AST_RATIO,Home_E_OREB_PCT,Home_E_DREB_PCT,Home_E_REB_PCT,Home_E_TM_TOV_PCT,Visitor_TS%,Visitor_3P%,Home_TS%,Home_3P%
527,New York Knicks,85,Brooklyn Nets,112,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,113.50%,35.10%,118.10%,37.40%
528,Washington Wizards,107,Brooklyn Nets,113,0.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,116.00%,36.50%,118.10%,37.40%
529,Washington Wizards,123,Brooklyn Nets,125,0.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,116.00%,36.50%,118.10%,37.40%
530,Miami Heat,105,Brooklyn Nets,116,0.0,0.537,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,113.40%,34.80%,118.10%,37.40%
531,Chicago Bulls,108,Brooklyn Nets,99,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,116.30%,36.50%,118.10%,37.40%
532,Chicago Bulls,105,Brooklyn Nets,116,0.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,116.30%,36.50%,118.10%,37.40%
533,Charlotte Hornets,116,Brooklyn Nets,122,0.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,109.20%,32.70%,118.10%,37.40%
534,Charlotte Hornets,86,Brooklyn Nets,102,1.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,109.20%,32.70%,118.10%,37.40%
535,Utah Jazz,110,Brooklyn Nets,111,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,115.80%,36.40%,118.10%,37.40%
536,Cleveland Cavaliers,115,Brooklyn Nets,109,1.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,116.60%,36.70%,118.10%,37.40%
537,Cleveland Cavaliers,116,Brooklyn Nets,114,1.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,116.60%,36.70%,118.10%,37.40%
538,Los Angeles Clippers,124,Brooklyn Nets,116,1.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,116.40%,36.50%,118.10%,37.40%
539,Dallas Mavericks,129,Brooklyn Nets,125,1.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,118.80%,37.60%,118.10%,37.40%
540,Toronto Raptors,105,Brooklyn Nets,109,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,110.00%,33.50%,118.10%,37.40%
541,Toronto Raptors,105,Brooklyn Nets,114,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,110.00%,33.50%,118.10%,37.40%
542,Boston Celtics,103,Brooklyn Nets,92,0.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,118.90%,37.80%,118.10%,37.40%
543,Portland Trail Blazers,97,Brooklyn Nets,111,1.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,116.80%,36.90%,118.10%,37.40%
544,Phoenix Suns,116,Brooklyn Nets,112,1.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,113.60%,35.20%,118.10%,37.40%
545,Milwaukee Bucks,100,Brooklyn Nets,118,0.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,115.80%,36.30%,118.10%,37.40%
546,Milwaukee Bucks,118,Brooklyn Nets,104,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,115.80%,36.30%,118.10%,37.40%
547,Philadelphia 76ers,119,Miami Heat,96,0.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,119.20%,37.90%,113.40%,34.80%
548,Memphis Grizzlies,119,Miami Heat,138,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,112.20%,34.60%,113.40%,34.80%
549,Atlanta Hawks,109,Miami Heat,117,0.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,114.50%,35.30%,113.40%,34.80%
550,Atlanta Hawks,128,Miami Heat,130,0.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,114.50%,35.30%,113.40%,34.80%
551,Atlanta Hawks,116,Miami Heat,105,1.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,114.50%,35.30%,113.40%,34.80%
552,Detroit Pistons,116,Miami Heat,96,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,,,113.40%,34.80%
553,Houston Rockets,95,Miami Heat,97,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,109.80%,33.00%,113.40%,34.80%
554,Sacramento Kings,107,Miami Heat,110,0.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,119.30%,38.40%,113.40%,34.80%
555,Indiana Pacers,111,Miami Heat,108,1.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.30%,35.60%,113.40%,34.80%
556,Indiana Pacers,111,Miami Heat,116,0.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.30%,35.60%,113.40%,34.80%
557,Minnesota Timberwolves,110,Miami Heat,113,0.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,117.10%,37.10%,113.40%,34.80%
558,Denver Nuggets,112,Miami Heat,108,1.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,119.00%,37.90%,113.40%,34.80%
559,Denver Nuggets,109,Miami Heat,94,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,119.00%,37.90%,113.40%,34.80%
560,Denver Nuggets,108,Miami Heat,95,0.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,119.00%,37.90%,113.40%,34.80%
561,Golden State Warriors,109,Miami Heat,116,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,117.90%,37.30%,113.40%,34.80%
562,Orlando Magic,110,Miami Heat,123,0.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.50%,35.10%,113.40%,34.80%
563,New York Knicks,122,Miami Heat,120,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.50%,35.10%,113.40%,34.80%
564,New York Knicks,120,Miami Heat,127,0.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.50%,35.10%,113.40%,34.80%
565,New York Knicks,86,Miami Heat,105,1.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.50%,35.10%,113.40%,34.80%
566,New York Knicks,101,Miami Heat,109,0.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.50%,35.10%,113.40%,34.80%
567,New York Knicks,92,Miami Heat,96,0.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.50%,35.10%,113.40%,34.80%
568,Washington Wizards,105,Miami Heat,113,0.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.00%,36.50%,113.40%,34.80%
569,Washington Wizards,107,Miami Heat,110,0.0,0.427,111.5,113.3,-1.8,100.8,18.5,0.226,0.761,0.504,0.139,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.00%,36.50%,113.40%,34.80%
570,Chicago Bulls,116,Miami Heat,108,1.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.30%,36.50%,113.40%,34.80%
571,Chicago Bulls,113,Miami Heat,103,1.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.30%,36.50%,113.40%,34.80%
572,Chicago Bulls,91,Miami Heat,102,1.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.30%,36.50%,113.40%,34.80%
573,Charlotte Hornets,112,Miami Heat,117,0.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,109.20%,32.70%,113.40%,34.80%
574,Charlotte Hornets,115,Miami Heat,132,0.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,109.20%,32.70%,113.40%,34.80%
575,Los Angeles Lakers,98,Miami Heat,112,1.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,114.90%,35.50%,113.40%,34.80%
576,Utah Jazz,115,Miami Heat,119,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.80%,36.40%,113.40%,34.80%
577,Cleveland Cavaliers,104,Miami Heat,100,1.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.60%,36.70%,113.40%,34.80%
578,Cleveland Cavaliers,115,Miami Heat,119,0.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.60%,36.70%,113.40%,34.80%
579,Los Angeles Clippers,110,Miami Heat,115,0.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.40%,36.50%,113.40%,34.80%
580,Dallas Mavericks,122,Miami Heat,129,0.0,0.463,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,118.80%,37.60%,113.40%,34.80%
581,San Antonio Spurs,115,Miami Heat,111,1.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,110.10%,34.40%,113.40%,34.80%
582,Brooklyn Nets,129,Miami Heat,100,1.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,118.10%,37.40%,113.40%,34.80%
583,Toronto Raptors,98,Miami Heat,90,1.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,110.00%,33.50%,113.40%,34.80%
584,Toronto Raptors,109,Miami Heat,112,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,110.00%,33.50%,113.40%,34.80%
585,Boston Celtics,111,Miami Heat,104,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,118.90%,37.80%,113.40%,34.80%
586,Boston Celtics,102,Miami Heat,128,0.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,118.90%,37.80%,113.40%,34.80%
587,Boston Celtics,116,Miami Heat,99,0.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,118.90%,37.80%,113.40%,34.80%
588,Boston Celtics,104,Miami Heat,103,1.0,0.695,115.7,108.8,7.0,100.6,19.1,0.221,0.785,0.507,0.131,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,118.90%,37.80%,113.40%,34.80%
589,Portland Trail Blazers,110,Miami Heat,107,1.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,116.80%,36.90%,113.40%,34.80%
590,Phoenix Suns,112,Miami Heat,113,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,113.60%,35.20%,113.40%,34.80%
591,Milwaukee Bucks,99,Miami Heat,121,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.80%,36.30%,113.40%,34.80%
592,Milwaukee Bucks,114,Miami Heat,119,0.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,110.4,110.6,-0.2,98.6,17.8,0.228,0.777,0.492,0.136,115.80%,36.30%,113.40%,34.80%
593,Philadelphia 76ers,126,Dallas Mavericks,133,0.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,119.20%,37.90%,118.80%,37.60%
594,Memphis Grizzlies,96,Dallas Mavericks,137,1.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,112.20%,34.60%,118.80%,37.60%
595,Memphis Grizzlies,104,Dallas Mavericks,88,0.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,112.20%,34.60%,118.80%,37.60%
596,Houston Rockets,101,Dallas Mavericks,92,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,109.80%,33.00%,118.80%,37.60%
597,Houston Rockets,114,Dallas Mavericks,129,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,109.80%,33.00%,118.80%,37.60%
598,Sacramento Kings,119,Dallas Mavericks,123,0.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,119.30%,38.40%,118.80%,37.60%
599,Indiana Pacers,124,Dallas Mavericks,122,1.0,0.427,111.0,115.4,-4.4,103.8,18.9,0.234,0.722,0.478,0.142,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,115.30%,35.60%,118.80%,37.60%
600,Minnesota Timberwolves,124,Dallas Mavericks,121,1.0,0.512,111.3,111.1,0.2,103.4,18.6,0.215,0.743,0.484,0.147,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,117.10%,37.10%,118.80%,37.60%
601,Denver Nuggets,99,Dallas Mavericks,127,1.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,119.00%,37.90%,118.80%,37.60%
602,Denver Nuggets,98,Dallas Mavericks,97,1.0,0.646,115.0,111.7,3.3,100.3,20.5,0.248,0.764,0.513,0.144,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,119.00%,37.90%,118.80%,37.60%
603,New Orleans Pelicans,106,Dallas Mavericks,111,0.0,0.512,111.8,109.9,1.9,101.4,18.5,0.247,0.774,0.511,0.143,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,115.40%,35.90%,118.80%,37.60%
604,Golden State Warriors,113,Dallas Mavericks,116,0.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,117.90%,37.30%,118.80%,37.60%
605,Golden State Warriors,127,Dallas Mavericks,125,1.0,0.537,113.5,111.4,2.1,104.2,20.4,0.244,0.76,0.507,0.155,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,117.90%,37.30%,118.80%,37.60%
606,Orlando Magic,105,Dallas Mavericks,114,0.0,0.415,109.0,111.5,-2.4,101.7,17.0,0.238,0.777,0.507,0.148,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,113.50%,35.10%,118.80%,37.60%
607,New York Knicks,121,Dallas Mavericks,126,0.0,0.573,114.9,111.8,3.1,99.7,16.6,0.283,0.771,0.526,0.129,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,113.50%,35.10%,118.80%,37.60%
608,Oklahoma City Thunder,117,Dallas Mavericks,111,1.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,113.00%,34.70%,118.80%,37.60%
609,Oklahoma City Thunder,114,Dallas Mavericks,121,0.0,0.488,112.3,111.4,0.8,103.6,17.2,0.247,0.729,0.484,0.125,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,113.00%,34.70%,118.80%,37.60%
610,Chicago Bulls,115,Dallas Mavericks,112,1.0,0.488,111.7,109.4,2.3,100.6,18.1,0.201,0.778,0.494,0.132,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,116.30%,36.50%,118.80%,37.60%
611,Charlotte Hornets,117,Dallas Mavericks,109,1.0,0.329,106.7,112.6,-5.9,103.3,17.8,0.238,0.755,0.491,0.137,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,109.20%,32.70%,118.80%,37.60%
612,Los Angeles Lakers,115,Dallas Mavericks,124,0.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,114.90%,35.50%,118.80%,37.60%
613,Los Angeles Lakers,111,Dallas Mavericks,108,1.0,0.524,111.8,111.5,0.3,103.6,17.9,0.228,0.763,0.505,0.134,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,114.90%,35.50%,118.80%,37.60%
614,Utah Jazz,100,Dallas Mavericks,103,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,115.80%,36.40%,118.80%,37.60%
615,Utah Jazz,116,Dallas Mavericks,120,0.0,0.451,112.7,113.8,-1.1,103.1,18.2,0.268,0.752,0.514,0.148,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,115.80%,36.40%,118.80%,37.60%
616,Cleveland Cavaliers,105,Dallas Mavericks,90,0.0,0.622,113.7,107.7,6.0,98.0,18.6,0.236,0.763,0.499,0.135,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,116.60%,36.70%,118.80%,37.60%
617,Los Angeles Clippers,101,Dallas Mavericks,103,0.0,0.537,112.4,112.0,0.3,100.2,17.5,0.229,0.766,0.501,0.141,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,116.40%,36.50%,118.80%,37.60%
618,San Antonio Spurs,116,Dallas Mavericks,142,0.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,110.10%,34.40%,118.80%,37.60%
619,San Antonio Spurs,138,Dallas Mavericks,117,1.0,0.268,107.2,117.7,-10.5,104.1,18.7,0.256,0.749,0.493,0.145,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,110.10%,34.40%,118.80%,37.60%
620,Brooklyn Nets,94,Dallas Mavericks,96,0.0,0.549,113.0,110.9,2.1,100.7,18.9,0.196,0.737,0.473,0.137,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,118.10%,37.40%,118.80%,37.60%
621,Toronto Raptors,110,Dallas Mavericks,111,0.0,0.5,112.2,111.4,0.8,99.6,17.2,0.278,0.767,0.504,0.116,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,110.00%,33.50%,118.80%,37.60%
622,Portland Trail Blazers,112,Dallas Mavericks,117,0.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,116.80%,36.90%,118.80%,37.60%
623,Portland Trail Blazers,110,Dallas Mavericks,130,0.0,0.402,112.0,116.0,-4.0,101.0,17.8,0.224,0.749,0.484,0.143,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,116.80%,36.90%,118.80%,37.60%
624,Phoenix Suns,111,Dallas Mavericks,130,0.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,113.60%,35.20%,118.80%,37.60%
625,Phoenix Suns,130,Dallas Mavericks,126,1.0,0.549,112.1,110.1,2.1,100.8,19.3,0.266,0.76,0.508,0.134,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,113.60%,35.20%,118.80%,37.60%
626,Milwaukee Bucks,106,Dallas Mavericks,105,1.0,0.707,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,114.3,114.0,0.3,98.8,17.4,0.18,0.755,0.464,0.122,115.80%,36.30%,118.80%,37.60%
627,Philadelphia 76ers,133,Milwaukee Bucks,130,1.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,119.20%,37.90%,115.80%,36.30%
628,Philadelphia 76ers,104,Milwaukee Bucks,117,0.0,0.659,115.5,110.2,5.2,99.2,18.6,0.216,0.772,0.499,0.137,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,119.20%,37.90%,115.80%,36.30%
629,Memphis Grizzlies,137,Milwaukee Bucks,114,1.0,0.622,112.3,108.3,4.0,103.7,18.2,0.265,0.759,0.512,0.131,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,112.20%,34.60%,115.80%,36.30%
630,Atlanta Hawks,115,Milwaukee Bucks,123,0.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,114.50%,35.30%,115.80%,36.30%
631,Atlanta Hawks,121,Milwaukee Bucks,106,1.0,0.5,113.9,113.6,0.3,103.1,17.6,0.251,0.758,0.502,0.124,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,114.50%,35.30%,115.80%,36.30%
632,Detroit Pistons,108,Milwaukee Bucks,110,0.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,,,115.80%,36.30%
633,Detroit Pistons,91,Milwaukee Bucks,116,1.0,0.207,107.8,116.1,-8.2,101.6,16.7,0.249,0.74,0.487,0.147,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,,,115.80%,36.30%
634,Houston Rockets,105,Milwaukee Bucks,125,0.0,0.268,107.7,116.9,-9.2,101.8,16.0,0.302,0.758,0.527,0.158,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,109.80%,33.00%,115.80%,36.30%
635,Sacramento Kings,113,Milwaukee Bucks,126,0.0,0.585,117.0,114.1,2.9,102.5,19.3,0.227,0.772,0.502,0.131,112.8,109.4,3.3,102.8,18.1,0.25,0.778,0.524,0.141,119.30%,38.40%,115.80%,36.30%
